gene_symbol,Uckl1
analysis_id,7bas533crg15zm4
parameter_name,Total B cells - % of CD45+
parameter_id,MGP_IMM_041_001
gene_accession_id,MGI:1915806
pvalue,0.4791485
mouse_strain,C57BL
mouse_life_stage,Early adult
