gene_symbol,Frmpd1
parameter_id,MGP_MLN_058_001
parameter_name,Plasmacytoid DC - % of DC
gene_accession_id,MGI:2446274
pvalue,0.4051385
mouse_life_stage,Early adult
analysis_id,33xqu336xvjs1cp
mouse_strain,C57BL
