gene_symbol,Lpgat1
pvalue,0.7710693
parameter_id,IMPC_GRS_009_001
mouse_strain,C57BL
parameter_name,Forelimb and hindlimb grip strength measurement mean
analysis_id,2ylv2xu1n0udop2
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
