parameter_name,Ventral coat/hair presence
pvalue,0.4540699
analysis_id,tz03u2js0o72q8r
gene_accession_id,MGI:95835
mouse_life_stage,E12.5
parameter_id,MGP_CSD_025_001
gene_symbol,Hspa5
mouse_strain,C57BL
