parameter_name,Tibia length
mouse_life_stage,Early adult
gene_symbol,Ints7
pvalue,0.3475376
parameter_id,TCPLA_XRY_033_001
gene_accession_id,MGI:1924315
analysis_id,652c1ahlkka871w
mouse_strain,C57BL
