mouse_strain,C57BL
parameter_id,MGP_PBI_008_001
pvalue,0.4409865
gene_accession_id,MGI:2653612
gene_symbol,Amigo1
parameter_name,CD4+ CD25+ alpha beta regulatory T cell percentage
analysis_id,40141334mjdtw71
mouse_life_stage,Early adult
