gene_symbol,Wars2
mouse_life_stage,Early adult
parameter_id,MGP_MLN_074_001
parameter_name,Effector CD8+ T cells - % of CD45+
gene_accession_id,MGI:1917810
pvalue,0.7472035
analysis_id,4287w59rh96o63o
mouse_strain,C57BL
