parameter_id,IMPC_CBC_008_001
analysis_id,k0k8deqc34un8fy
mouse_strain,129SV
gene_symbol,Cds2
gene_accession_id,MGI:1332236
parameter_name,Total bilirubin
mouse_life_stage,Early adult
pvalue,0.7530587
