parameter_id,MGP_PBI_010_001
analysis_id,gbb4uyykv802046
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
gene_symbol,Snap23
pvalue,0.4249051
gene_accession_id,MGI:109356
