mouse_life_stage,Late adult
gene_symbol,Lpgat1
pvalue,0.9167087
analysis_id,66wm898f0745am5
parameter_name,Hemoglobin
parameter_id,IMPC_HEM_003_001
mouse_strain,C57BL
gene_accession_id,MGI:2446186
