gene_symbol,Zmynd19
pvalue,0.5051908
gene_accession_id,MGI:1914437
analysis_id,rcr922oj5hx7d5d
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,UCD_OWT_003_001
parameter_name,Spleen weight
