gene_symbol,Psmd14
analysis_id,285s7162p6ygfyc
parameter_name,center - distance
gene_accession_id,MGI:1913284
mouse_life_stage,Early adult
pvalue,0.4706046
parameter_id,M-G-P_007_001_010
mouse_strain,C57BL
