mouse_life_stage,Early adult
gene_symbol,Arpc2
parameter_id,IMPC_HEM_038_001
parameter_name,Basophil differential count
gene_accession_id,MGI:1923959
mouse_strain,129SV
pvalue,0.8259679
analysis_id,7904e2o3668wwhb
