parameter_name,Body weight
mouse_life_stage,Early adult
pvalue,0.5693886
analysis_id,64fd231p51r4sta
gene_accession_id,MGI:104848
parameter_id,M-G-P_009_001_003
mouse_strain,129SV
gene_symbol,Inpp1
