parameter_name,HDL-cholesterol
pvalue,0.6146203
parameter_id,IMPC_CBC_016_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Ap5s1
gene_accession_id,MGI:1916846
analysis_id,b1z151v3185e65v
