gene_symbol,Col11a1
parameter_id,MGP_IMM_071_001
gene_accession_id,MGI:88446
analysis_id,khe189xnox77nn8
mouse_strain,C57BL
pvalue,0.7005584
mouse_life_stage,Early adult
parameter_name,Total CD4+ T cells - % of CD45+
