gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
pvalue,0.6618469
analysis_id,5g21c2217j84820
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_name,Mean cell volume
parameter_id,ESLIM_016_001_005
