Parameter_id,ESLIM_008_001_013
Parameter_name,Startle response
Mouse_strain,C57BL
Analysis_id,7979y58n9ojrpc9
Gene_accession_id,MGI:3046938
Mouse_life_stage,Early adult
Gene_symbol,Hrnr
pvalue,0.9988029
