parameter_id,IMPC_CSD_070_001
gene_symbol,Extl1
mouse_life_stage,Early adult
analysis_id,3o3819885086568
mouse_strain,C57BL
gene_accession_id,MGI:1888742
parameter_name,Lower teeth appearance
pvalue,0.6321309
