parameter_name,Startle response
gene_symbol,Nanp
analysis_id,0j2657lchlh0gz9
pvalue,0.1628994
gene_accession_id,MGI:1914561
mouse_strain,C57BL
parameter_id,HMGULA_SHI_009_001
mouse_life_stage,E18.5
