gene_symbol,Sdcbp2
mouse_life_stage,Early adult
analysis_id,9bg7366l3dw0940
mouse_strain,C57BL
parameter_name,Center average speed
parameter_id,JAX_OFD_017_001
gene_accession_id,MGI:2385156
pvalue,0.6201466
