gene_symbol,Atg4c
pvalue,0.6563925
gene_accession_id,MGI:2651854
mouse_life_stage,Early adult
parameter_id,M-G-P_006_001_026
mouse_strain,C57BL
analysis_id,51728322876u3kr
parameter_name,Fusion of vertebrae
