parameter_name,Limb grasp
pvalue,0.5701246
mouse_strain,C57BL
parameter_id,JAXLA_CSD_039_001
mouse_life_stage,Early adult
analysis_id,77wv6v88wnd98al
gene_symbol,Rab3gap2
gene_accession_id,MGI:1916043
