parameter_id,JAX_OFD_021_001
analysis_id,f2892513d07pyfi
parameter_name,Number of rears - total
pvalue,0.1130927
mouse_life_stage,Early adult
gene_symbol,Secisbp2l
mouse_strain,C57BL
gene_accession_id,MGI:1917604
