parameter_id,IMPC_EYE_027_001
mouse_life_stage,Early adult
pvalue,0.530266
gene_symbol,AU040320
gene_accession_id,MGI:2140475
mouse_strain,C57BL
parameter_name,Persistence of hyaloid vascular system
analysis_id,7klz3613nu78035
