pvalue,0.3669663
gene_symbol,Lurap1
analysis_id,65x83zc8730732n
gene_accession_id,MGI:1915325
parameter_id,MGP_CSD_015_001
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Head coat/hair presence
