gene_symbol,Slc30a4
analysis_id,39j87is34f2x99y
parameter_name,Clavicle
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_id,IMPC_XRY_007_001
pvalue,0.5977901
gene_accession_id,MGI:1345282
