gene_symbol,Zmynd19
parameter_id,IMPC_ECH_001_001
pvalue,0.8981065
analysis_id,tk11t8qu0wb18j1
parameter_name,End-Systolic Diameter
gene_accession_id,MGI:1914437
mouse_life_stage,Early adult
mouse_strain,C57BL
