gene_symbol,Tiprl
analysis_id,26698tn0y5rzt0n
pvalue,0.4481838
parameter_name,110dB startle magnitude
mouse_strain,C57BL
parameter_id,ESLIM_011_001_006
gene_accession_id,MGI:1915087
mouse_life_stage,Early adult
