gene_symbol,Zmynd19
pvalue,0.6583259
mouse_strain,C57BL
gene_accession_id,MGI:1914437
analysis_id,co66911uy06cx4j
parameter_id,JAX_OFD_022_001
mouse_life_stage,Early adult
parameter_name,Percentage center time
