parameter_id,MGP_BMI_014_001
mouse_life_stage,Middle aged adult
gene_symbol,Frmpd1
mouse_strain,C57BL
analysis_id,ifygs6mc3jp3142
pvalue,0.7066717
gene_accession_id,MGI:2446274
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
