gene_symbol,Sass6
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_accession_id,MGI:1920026
parameter_id,IMPC_GPO_002_001
analysis_id,gid688x74181vff
pvalue,0.5521841
parameter_name,Placenta Morphology
