parameter_id,IMPC_CBC_014_001
gene_symbol,Frmpd1
pvalue,0.9086717
mouse_strain,C57BL
analysis_id,065a6y4i10so57h
parameter_name,Alkaline phosphatase
gene_accession_id,MGI:2446274
mouse_life_stage,Early adult
