parameter_id,JAXLA_CSD_077_001
mouse_life_stage,Early adult
pvalue,0.7448499
analysis_id,jvb55681j9y385u
mouse_strain,C57BL
parameter_name,Contact righting
gene_accession_id,MGI:1917810
gene_symbol,Wars2
