gene_symbol,Fgb
parameter_name,Tremor
mouse_life_stage,Early adult
parameter_id,TCPLA_CSD_030_001
gene_accession_id,MGI:99501
pvalue,0.6954559
mouse_strain,C57BL
analysis_id,60ew424lfzjq7m3
