parameter_id,IMPC_CBC_053_001
mouse_life_stage,Early adult
gene_symbol,Dnajc5b
pvalue,0.1581353
analysis_id,rzj7mtsvjx97656
parameter_name,Thyroxine
mouse_strain,C57BL
gene_accession_id,MGI:1913576
