parameter_id,IMPC_GEO_011_001
mouse_life_stage,Early adult
parameter_name,Blood Vessel Morphology
pvalue,0.7115131
gene_accession_id,MGI:1919935
gene_symbol,Dnajc6
analysis_id,7b1vr9prtfqn1er
mouse_strain,C57BL
