gene_symbol,Slc30a4
mouse_strain,C57BL
parameter_id,IMPC_CBC_008_001
parameter_name,Total bilirubin
gene_accession_id,MGI:1345282
mouse_life_stage,Early adult
analysis_id,9d6u6r9sxjjbr41
pvalue,0.5298106
