parameter_name,Glucose
mouse_strain,C57BL
gene_symbol,Atrn
mouse_life_stage,Early adult
pvalue,0.5945032
gene_accession_id,MGI:1341628
analysis_id,gba89p67870rgu0
parameter_id,IMPC_CBC_018_001
