mouse_life_stage,Late adult
pvalue,4.891394e-05
parameter_name,Lean mass
mouse_strain,C57BL
parameter_id,JAXLA_DXA_003_001
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
analysis_id,35vt23yb2oip75i
