gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
parameter_id,IMPC_ACS_036_001
analysis_id,44786jf78586074
parameter_name,% Pre-pulse inhibition - PPI4
pvalue,0.3592747
mouse_strain,C57BL
mouse_life_stage,E9.5
