parameter_id,M-G-P_005_001_001
pvalue,4.127252e-05
gene_symbol,Cds2
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
mouse_strain,C57BL
analysis_id,4d662tf795184z6
parameter_name,Weight
