parameter_name,Retina (combined)
gene_symbol,Trdmt1
gene_accession_id,MGI:1274787
parameter_id,JAXLA_EYE_092_001
mouse_life_stage,Early adult
analysis_id,l79613v79avf648
mouse_strain,C57BL
pvalue,0.4029688
