parameter_id,ESLIM_007_001_012
gene_symbol,Tbl1xr1
pvalue,0.8196144
gene_accession_id,MGI:2441730
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,g3496f7io7910k0
parameter_name,Centre permanence time
