parameter_id,IMPC_ECH_001_001
analysis_id,8t21lb9on322171
pvalue,0.7105864
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:104805
gene_symbol,Snrpb2
parameter_name,End-Systolic Diameter
