parameter_id,IMPC_IMM_051_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1924054
analysis_id,nn4l1v266964b8i
parameter_name,Monocytes
pvalue,0.7579841
gene_symbol,Kdm4c
