parameter_name,HDL-cholesterol
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,21994li4625o8if
gene_symbol,Atf3
pvalue,0.2759148
gene_accession_id,MGI:109384
parameter_id,IMPC_CBC_016_001
