gene_symbol,Dnajc8
parameter_id,IMPC_GRS_009_001
mouse_strain,C57BL
parameter_name,Forelimb and hindlimb grip strength measurement mean
mouse_life_stage,Early adult
analysis_id,58tm800r07x4y99
gene_accession_id,MGI:1915848
pvalue,0.6733175
