gene_symbol,Hpca
parameter_name,KLRG1+ Treg cells - % of CD45+
parameter_id,MGP_IMM_079_001
gene_accession_id,MGI:1336200
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,z956dn0mh0trq0j
pvalue,0.2989275
