mouse_strain,C57BL
parameter_id,IMPC_GEL_033_001
analysis_id,9di942u1qt367n1
gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
pvalue,0.5400879
parameter_name,Tail bud morphology
mouse_life_stage,E12.5
