gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,9340vnh4cjfq14g
parameter_id,IMPC_GEL_017_002
parameter_name,Pale yolk sac
pvalue,0.4239493
