parameter_id,MGP_PBI_012_001
analysis_id,jhhw768t3st4pzy
parameter_name,CD4+ KLRG1+ alpha beta T cell percentage
gene_symbol,Lurap1
mouse_life_stage,Early adult
gene_accession_id,MGI:1915325
mouse_strain,C57BL
pvalue,0.4550257
