mouse_life_stage,Middle aged adult
parameter_name,Periphery - Permanence Time
analysis_id,7e3h5620f60x772
pvalue,0.5596154
parameter_id,M-G-P_007_001_008
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
mouse_strain,C57BL
