gene_symbol,Lpgat1
mouse_strain,C57BL
analysis_id,n4n9s7l0bs65u4s
mouse_life_stage,Late adult
gene_accession_id,MGI:2446186
parameter_id,IMPC_CSD_029_001
pvalue,0.4550356
parameter_name,Activity (body position)
