gene_symbol,Wars2
analysis_id,saa4q911j4m9wht
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_name,Cholesterol ratio
mouse_life_stage,E12.5
pvalue,0.1868685
parameter_id,IMPC_CBC_058_001
