gene_symbol,Snrpb2
mouse_strain,C57BL
analysis_id,mlf5o8g3x5y0ir4
parameter_name,QT
mouse_life_stage,Early adult
parameter_id,IMPC_ECG_028_001
pvalue,0.3149898
gene_accession_id,MGI:104805
