parameter_name,Whole arena resting time
gene_symbol,Nanp
analysis_id,wq08d5r81y49nj2
gene_accession_id,MGI:1914561
parameter_id,HRWLLA_OFD_007_001
mouse_strain,C53BL
mouse_life_stage,E18.5
pvalue,0.3907018
