gene_symbol,Ola1
mouse_strain,C57BL
pvalue,0.2237663
parameter_name,Forelimb and hindlimb grip strength measurement mean
parameter_id,IMPC_GRS_009_001
analysis_id,q7ud3q5cyz26w58
gene_accession_id,MGI:1914309
mouse_life_stage,E18.5
