gene_symbol,Lpgat1
parameter_id,IMPC_GEL_060_001
mouse_life_stage,Late adult
gene_accession_id,MGI:2446186
analysis_id,e5i2p2s7w4044op
pvalue,0.460642
parameter_name,Neural tube morphology
mouse_strain,C57BL
