gene_symbol,Col6a3
parameter_id,JAX_OFD_013_001
mouse_life_stage,Early adult
analysis_id,v949vld2ye50470
pvalue,0.873535
gene_accession_id,MGI:88461
parameter_name,Periphery average speed
mouse_strain,C57BL
