mouse_life_stage,Late adult
gene_accession_id,MGI:1336200
parameter_id,IMPC_IPG_010_001
gene_symbol,Hpca
mouse_strain,C57BL
pvalue,0.1141461
parameter_name,Fasted blood glucose concentration
analysis_id,4s0to163gmz5u72
