parameter_name,Weight
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,fc2j1702i3be9xq
parameter_id,M-G-P_005_001_001
pvalue,0.2384663
gene_accession_id,MGI:1922745
gene_symbol,Morn5
