parameter_id,IMPC_IMM_063_001
gene_symbol,Clvs1
mouse_life_stage,Early adult
gene_accession_id,MGI:1921688
mouse_strain,C57BL
parameter_name,B Cells
pvalue,0.5472737
analysis_id,87tc501v23d9jiw
