gene_symbol,Ssr2
mouse_strain,C57BL
pvalue,0.8636777
gene_accession_id,MGI:1913506
analysis_id,0zh46dqvqw9dtuw
mouse_life_stage,Early adult
parameter_name,Lens Opacity
parameter_id,IMPC_EYE_017_001
